lat,lng,fai,date
-39.22892,-72.17192,-2e-05,2026-08-22
-39.22892,-72.16849,0.0006,2026-08-22
-39.22892,-72.16507,0.0,2026-08-22
-39.22892,-72.16164,0.0,2026-08-22
-39.22892,-72.15822,0.0007,2026-08-22
-39.22892,-72.15479,0.0,2026-08-22
-39.22892,-72.15137,0.0,2026-08-22
-39.22892,-72.14795,-4e-05,2026-08-22
-39.22892,-72.14452,0.0,2026-08-22
-39.22892,-72.1411,0.0,2026-08-22
-39.22892,-72.13767,0.0,2026-08-22
-39.22892,-72.13425,0.0,2026-08-22
-39.22892,-72.13082,0.0002,2026-08-22
-39.22892,-72.1274,0.0,2026-08-22
-39.22892,-72.12397,0.0,2026-08-22
-39.22892,-72.12055,0.0,2026-08-22
-39.22892,-72.11712,0.0,2026-08-22
-39.22892,-72.1137,-7e-05,2026-08-22
-39.22892,-72.11027,0.0,2026-08-22
-39.22892,-72.10685,-9e-05,2026-08-22
-39.22892,-72.10342,0.0,2026-08-22
-39.22892,-72.1,0.0003,2026-08-22
-39.22892,-72.09658,0.0,2026-08-22
-39.22892,-72.09315,-6e-05,2026-08-22
-39.22892,-72.08973,0.0003,2026-08-22
-39.22892,-72.0863,-4e-05,2026-08-22
-39.22892,-72.08288,0.0,2026-08-22
-39.22892,-72.07945,0.0002,2026-08-22
-39.22892,-72.07603,0.0,2026-08-22
-39.22892,-72.0726,-7e-05,2026-08-22
-39.22892,-72.06918,0.00013,2026-08-22
-39.22892,-72.06575,0.0,2026-08-22
-39.22892,-72.06233,0.0,2026-08-22
-39.22892,-72.0589,0.0,2026-08-22
-39.22892,-72.05548,0.0,2026-08-22
-39.22892,-72.05205,0.0,2026-08-22
-39.22892,-72.04863,0.0,2026-08-22
-39.22892,-72.04521,0.0,2026-08-22
-39.22892,-72.04178,0.0,2026-08-22
-39.22892,-72.03836,0.0,2026-08-22
-39.22892,-72.03493,0.0,2026-08-22
-39.22892,-72.03151,0.0,2026-08-22
-39.22892,-72.02808,0.0,2026-08-22
-39.22892,-72.02466,0.0,2026-08-22
-39.22892,-72.02123,-7e-05,2026-08-22
-39.22892,-72.01781,0.0,2026-08-22
